clientId,flancerId,rating,projectSkills,projectType
CL1171,FL3000,4,"['react', 'video-editing', 'chatbot']",Designing RESTful APIs and microservices for SaaS solutions.
CL1972,FL9385,3,"['spark', 'order-processing', 'node', 'customer-support']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1096,FL9679,5,"['seo', 'content-marketing', 'data-entry']",Managing data entry and CRM updates for a sales team.
CL1051,FL7823,1,"['order-processing', 'content-marketing', 'logo-design']",Migrating legacy systems to AWS cloud infrastructure.
CL1105,FL5387,3,"['quickbooks', 'css']",Migrating legacy systems to AWS cloud infrastructure.
CL1107,FL6378,2,"['kubernetes', 'photoshop', 'data-annotation', 'affiliate-marketing', 'speech-recognition']",Developing a scalable e-commerce platform with integrated payment gateways.
CL779,FL9259,4,"['crm', 'machine-learning']",Designing RESTful APIs and microservices for SaaS solutions.
CL188,FL2039,5,"['photoshop', 'logo-design', 'java']",Developing a scalable e-commerce platform with integrated payment gateways.
CL554,FL2058,5,"['swift', 'docker', 'email-marketing', 'adobe-xd', 'translation']",Migrating legacy systems to AWS cloud infrastructure.
CL1932,FL6661,5,"['flask', 'illustrator']",Implementing CI/CD pipelines for enterprise web applications.
CL727,FL9073,5,"['html', 'ppc']",Migrating legacy systems to AWS cloud infrastructure.
CL868,FL7060,2,"['content-marketing', 'translation', 'animation', 'mechanical-engineering']",Developing a scalable e-commerce platform with integrated payment gateways.
CL999,FL3501,1,"['calendar-management', 'nlp', 'c++']",Building a secure mobile banking app for Android and iOS.
CL1596,FL749,5,"['adobe-xd', 'swift', 'calendar-management']",Implementing CI/CD pipelines for enterprise web applications.
CL1897,FL7804,2,"['node', 'php', 'crm-support', 'react']",Implementing CI/CD pipelines for enterprise web applications.
CL1476,FL4377,2,"['autocad', 'node', 'figma', 'keras', 'lead-generation']",Building a secure mobile banking app for Android and iOS.
CL133,FL9191,3,"['ocr', 'grant-writing']",Implementing CI/CD pipelines for enterprise web applications.
CL210,FL8075,2,"['customer-support', 'logo-design', 'affiliate-marketing']",Implementing CI/CD pipelines for enterprise web applications.
CL1691,FL9408,3,"['php', 'illustrator', 'video-editing', 'indesign']",Implementing CI/CD pipelines for enterprise web applications.
CL1095,FL3183,2,"['rust', 'cv', 'smm']",Implementing CI/CD pipelines for enterprise web applications.
CL530,FL2540,4,"['spark', 'ocr', 'order-processing', 'python']",Implementing CI/CD pipelines for enterprise web applications.
CL46,FL6426,1,"['technical-writing', 'crm']",Designing RESTful APIs and microservices for SaaS solutions.
CL440,FL773,4,"['video-editing', 'tax-preparation', 'storyboarding']",Developing a scalable e-commerce platform with integrated payment gateways.
CL222,FL2732,1,"['javascript', 'c++', 'python']",Migrating legacy systems to AWS cloud infrastructure.
CL700,FL3152,5,"['virtual-assistant', '3d-rendering', 'resume-writing']",Migrating legacy systems to AWS cloud infrastructure.
CL1047,FL1702,3,"['calendar-management', 'ui-ux', 'crm-support', 'virtual-assistant', 'sql']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1015,FL3030,3,"['order-processing', '3d-modeling', 'technical-writing']",Migrating legacy systems to AWS cloud infrastructure.
CL1332,FL6168,5,"['customer-support', 'gcp', 'devops']",Developing a scalable e-commerce platform with integrated payment gateways.
CL853,FL7681,4,"['copywriting', 'payroll']",Implementing CI/CD pipelines for enterprise web applications.
CL1837,FL4765,5,"['ruby', 'prompt-engineering', 'keras']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1109,FL3531,1,"['linux', 'swift', 'live-chat-support', 'tensorflow', 'bim']",Developing a scalable e-commerce platform with integrated payment gateways.
CL907,FL9640,3,"['cv', 'python', 'grant-writing']",Building a secure mobile banking app for Android and iOS.
CL1275,FL9989,5,"['smm', 'affiliate-marketing', 'spark', 'market-research']",Migrating legacy systems to AWS cloud infrastructure.
CL811,FL7403,1,"['bash', 'financial-analysis', 'live-chat-support', 'logo-design', 'go']",Designing RESTful APIs and microservices for SaaS solutions.
CL671,FL6426,1,"['crm', 'lead-generation', 'technical-writing', 'prompt-engineering']",Building a secure mobile banking app for Android and iOS.
CL1257,FL5662,2,"['bim', 'email-marketing', 'content-marketing']",Migrating legacy systems to AWS cloud infrastructure.
CL1428,FL9296,1,"['tensorflow', 'content-marketing']",Implementing CI/CD pipelines for enterprise web applications.
CL972,FL2144,2,"['blog-writing', 'c#', 'tax-preparation', 'mechanical-engineering', 'revit']",Developing a scalable e-commerce platform with integrated payment gateways.
CL863,FL3326,1,"['django', 'excel', 'customer-support']",Building a secure mobile banking app for Android and iOS.
CL1055,FL8302,4,"['devops', 'docker', 'tensorflow', 'affiliate-marketing']",Designing RESTful APIs and microservices for SaaS solutions.
CL16,FL7456,2,"['bash', 'bookkeeping']",Developing a scalable e-commerce platform with integrated payment gateways.
CL612,FL3098,4,"['nosql', 'translation', 'html']",Designing RESTful APIs and microservices for SaaS solutions.
CL769,FL3809,3,"['payroll', 'keras', 'javascript', 'azure']",Building a secure mobile banking app for Android and iOS.
CL1617,FL1128,4,"['bim', 'llm', 'indesign', 'mechanical-engineering']",Implementing CI/CD pipelines for enterprise web applications.
CL1772,FL2894,5,"['animation', 'django', 'market-research']",Building a secure mobile banking app for Android and iOS.
CL923,FL1606,2,"['nlp', 'devops', 'flask', 'ocr']",Building a secure mobile banking app for Android and iOS.
CL497,FL8134,2,"['proofreading', 'angular', 'content-marketing', 'node']",Building a secure mobile banking app for Android and iOS.
CL1578,FL2922,3,"['editing', 'revit', 'translation', 'localization']",Implementing CI/CD pipelines for enterprise web applications.
CL1237,FL1477,4,"['cv', 'spark', 'adobe-xd', 'sql']",Designing RESTful APIs and microservices for SaaS solutions.
CL329,FL9893,3,"['machine-learning', 'figma']",Developing computer vision models for automated quality inspection.
CL371,FL6822,3,"['cv', 'bim', 'prompt-engineering', 'adobe-xd', 'gcp']",Implementing CI/CD pipelines for enterprise web applications.
CL1256,FL1405,1,"['data-annotation', 'lead-generation', 'typescript', 'tax-preparation', 'go']",Developing a scalable e-commerce platform with integrated payment gateways.
CL190,FL7597,1,"['docker', 'llm', 'go']",Building a secure mobile banking app for Android and iOS.
CL1558,FL8886,5,"['lead-generation', 'deep-learning']",Designing RESTful APIs and microservices for SaaS solutions.
CL1058,FL9112,2,"['docker', 'kubernetes', 'virtual-assistant']",Implementing CI/CD pipelines for enterprise web applications.
CL1792,FL3695,4,"['market-research', 'swift', 'sql']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1907,FL1849,3,"['editing', 'php', 'branding']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1747,FL1900,1,"['animation', 'crm-support', 'linux', 'bash']",Migrating legacy systems to AWS cloud infrastructure.
CL418,FL5631,4,"['seo', 'market-research', 'c++', 'copywriting']",Designing RESTful APIs and microservices for SaaS solutions.
CL709,FL3448,3,"['prompt-engineering', '3d-rendering', 'grant-writing', 'react', 'ruby']",Designing RESTful APIs and microservices for SaaS solutions.
CL543,FL4287,5,"['machine-learning', 'ppc', 'devops']",Designing RESTful APIs and microservices for SaaS solutions.
CL1423,FL9089,1,"['adobe-xd', 'affiliate-marketing', 'editing', 'creative-writing']",Migrating legacy systems to AWS cloud infrastructure.
CL1385,FL2230,4,"['translation', 'cv', 'blog-writing']",Implementing CI/CD pipelines for enterprise web applications.
CL694,FL3826,2,"['c++', 'video-editing', 'ocr']",Migrating legacy systems to AWS cloud infrastructure.
CL316,FL8518,4,"['aws', 'crm', 'sql']",Implementing CI/CD pipelines for enterprise web applications.
CL898,FL8061,2,"['tensorflow', 'localization', 'revit']",Implementing CI/CD pipelines for enterprise web applications.
CL1003,FL9376,2,"['c#', 'email-marketing']",Migrating legacy systems to AWS cloud infrastructure.
CL1679,FL1614,1,"['css', 'node', 'cv']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1243,FL3555,2,"['azure', 'flask', 'linux']",Implementing CI/CD pipelines for enterprise web applications.
CL68,FL8728,3,"['react', 'smm', 'excel']",Implementing CI/CD pipelines for enterprise web applications.
CL1279,FL978,1,"['speech-recognition', 'creative-writing', 'crm', 'calendar-management']",Migrating legacy systems to AWS cloud infrastructure.
CL1055,FL614,5,"['chatbot', 'photoshop', 'solidworks']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1854,FL8615,3,"['illustrator', 'machine-learning', 'angular', 'data-entry', '3d-rendering']",Developing a scalable e-commerce platform with integrated payment gateways.
CL536,FL8496,1,"['machine-learning', 'css', 'market-research', 'branding']",Building a secure mobile banking app for Android and iOS.
CL974,FL2097,1,"['civil-engineering', 'calendar-management', 'content-marketing']",Designing RESTful APIs and microservices for SaaS solutions.
CL32,FL5485,2,"['ruby', 'spark', 'etl']",Building a secure mobile banking app for Android and iOS.
CL1100,FL1612,5,"['llm', 'grant-writing', 'technical-writing', 'live-chat-support']",Implementing CI/CD pipelines for enterprise web applications.
CL125,FL8324,1,"['adobe-xd', 'crm-support', 'indesign']",Building a secure mobile banking app for Android and iOS.
CL562,FL9834,1,"['go', 'illustrator', 'calendar-management']",Implementing CI/CD pipelines for enterprise web applications.
CL1660,FL9457,2,"['photoshop', 'crm-support', 'typescript', 'quickbooks', 'resume-writing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1704,FL9556,5,"['etl', 'node', 'aws']",Designing RESTful APIs and microservices for SaaS solutions.
CL483,FL7275,5,"['node', 'c++']",Migrating legacy systems to AWS cloud infrastructure.
CL1024,FL1960,5,"['spark', 'swift', 'c++', 'creative-writing', 'docker']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1141,FL2885,1,"['ocr', 'speech-recognition', 'etl']",Migrating legacy systems to AWS cloud infrastructure.
CL31,FL1316,1,"['animation', 'php', 'ocr']",Migrating legacy systems to AWS cloud infrastructure.
CL1417,FL5397,1,"['ui-ux', 'localization', 'virtual-assistant']",Designing RESTful APIs and microservices for SaaS solutions.
CL93,FL2026,1,"['grant-writing', 'chatbot', 'django', 'editing', 'quickbooks']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1675,FL4781,3,"['calendar-management', 'bash', 'proofreading']",Building a secure mobile banking app for Android and iOS.
CL127,FL1161,5,"['localization', 'branding', 'llm']",Migrating legacy systems to AWS cloud infrastructure.
CL1046,FL2892,3,"['calendar-management', 'devops', 'python', 'proofreading', 'spark']",Developing a scalable e-commerce platform with integrated payment gateways.
CL634,FL6805,1,"['ruby', 'node', 'linux', 'solidworks']",Implementing CI/CD pipelines for enterprise web applications.
CL937,FL3631,3,"['gcp', 'crm-support', 'speech-recognition']",Implementing CI/CD pipelines for enterprise web applications.
CL1951,FL4469,4,"['bash', 'llm', 'video-editing', 'chatbot', 'flask']",Designing RESTful APIs and microservices for SaaS solutions.
CL887,FL1228,3,"['order-processing', 'copywriting', 'data-entry', 'adobe-xd', 'spark']",Implementing CI/CD pipelines for enterprise web applications.
CL613,FL641,3,"['crm-support', 'affiliate-marketing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL4,FL4728,1,"['autocad', 'speech-recognition', 'azure', 'financial-analysis']",Implementing CI/CD pipelines for enterprise web applications.
CL1071,FL9273,2,"['nlp', 'seo']",Designing RESTful APIs and microservices for SaaS solutions.
CL881,FL2731,4,"['bash', 'aws', 'ruby']",Implementing CI/CD pipelines for enterprise web applications.
CL1095,FL7613,5,"['docker', 'llm', 'ppc', 'financial-analysis', 'copywriting']",Designing RESTful APIs and microservices for SaaS solutions.
CL480,FL5701,3,"['node', 'localization', 'storyboarding', 'swift']",Designing RESTful APIs and microservices for SaaS solutions.
CL63,FL1884,4,"['cv', 'blog-writing', 'translation', 'javascript', 'css']",Building a secure mobile banking app for Android and iOS.
CL1837,FL5162,2,"['spark', 'html']",Implementing CI/CD pipelines for enterprise web applications.
CL46,FL7206,5,"['css', 'creative-writing', 'figma']",Designing a brand identity and logo for a tech startup.
CL1183,FL2864,1,"['branding', 'adobe-xd', 'tensorflow']",Implementing AI-driven recommendation engines for e-commerce.
CL1134,FL6772,3,"['resume-writing', 'video-editing', 'data-entry', 'grant-writing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1046,FL3117,4,"['illustrator', 'aws']",Building a secure mobile banking app for Android and iOS.
CL596,FL3274,5,"['javascript', 'copywriting', 'figma']",Designing a brand identity and logo for a tech startup.
CL379,FL5206,3,"['lead-generation', 'speech-recognition']",Developing a scalable e-commerce platform with integrated payment gateways.
CL189,FL9898,2,"['bookkeeping', 'smm', 'data-annotation', 'localization', 'rust']",Designing RESTful APIs and microservices for SaaS solutions.
CL1236,FL7616,3,"['ocr', 'flask', 'deep-learning', 'nlp']",Implementing CI/CD pipelines for enterprise web applications.
CL1477,FL4325,3,"['copywriting', 'ui-ux', 'animation', 'translation']",Building a secure mobile banking app for Android and iOS.
CL996,FL8692,2,"['c#', 'calendar-management', 'bim', 'php']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1730,FL3395,1,"['php', 'solidworks', 'bash', 'logo-design', 'prompt-engineering']",Building a secure mobile banking app for Android and iOS.
CL1295,FL5096,3,"['storyboarding', 'seo', 'etl']",Implementing CI/CD pipelines for enterprise web applications.
CL1947,FL4543,4,"['nosql', 'localization', 'seo', 'docker']",Developing a scalable e-commerce platform with integrated payment gateways.
CL364,FL5286,1,"['prompt-engineering', 'blog-writing', 'logo-design']",Designing RESTful APIs and microservices for SaaS solutions.
CL120,FL4990,3,"['animation', 'cv', 'technical-writing', 'financial-analysis', 'bash']",Developing a scalable e-commerce platform with integrated payment gateways.
