flancerId,skills,favouriteProject,rating,experience
FL2167,"['spark', 'tensorflow', 'autocad', 'smm', 'python']",Developing a scalable e-commerce platform with integrated payment gateways.,3.6,13
FL2168,"['revit', 'crm', 'angular', 'mechanical-engineering', 'html', 'deep-learning', 'adobe-xd']",Developing a scalable e-commerce platform with integrated payment gateways.,3.3,11
FL2169,"['market-research', 'technical-writing', 'linux', 'branding', 'financial-analysis', 'bim']",Designing RESTful APIs and microservices for SaaS solutions.,4.0,4
FL2170,"['bookkeeping', 'illustrator', 'video-editing', 'devops', 'data-entry']",Implementing CI/CD pipelines for enterprise web applications.,4.5,11
FL2171,"['illustrator', 'llm', 'docker', 'payroll', 'content-marketing', 'technical-writing']",Implementing CI/CD pipelines for enterprise web applications.,4.9,11
FL2172,"['django', 'calendar-management', 'pytorch', 'gcp', 'data-annotation', 'figma']",Implementing CI/CD pipelines for enterprise web applications.,4.1,14
FL2173,"['solidworks', 'bash', 'rust', 'ui-ux', 'affiliate-marketing', 'order-processing', 'docker']",Designing RESTful APIs and microservices for SaaS solutions.,4.0,10
FL2174,"['order-processing', 'linux', 'localization', 'gcp', 'php', 'autocad', 'animation']",Developing a scalable e-commerce platform with integrated payment gateways.,4.3,13
FL2175,"['affiliate-marketing', 'technical-writing', 'rust']",Designing RESTful APIs and microservices for SaaS solutions.,3.6,3
FL2176,"['python', 'pytorch', 'blog-writing', 'tax-preparation', 'bash', 'angular', 'solidworks']",Building a secure mobile banking app for Android and iOS.,5.0,15
FL2177,"['chatbot', '3d-rendering', 'branding']",Designing RESTful APIs and microservices for SaaS solutions.,3.1,12
FL2178,"['financial-analysis', 'animation', 'swift', 'localization', 'illustrator', 'video-editing', 'autocad']",Developing a scalable e-commerce platform with integrated payment gateways.,4.3,7
FL2179,"['kubernetes', 'autocad', 'spark', 'mechanical-engineering', 'python', 'affiliate-marketing']",Developing a scalable e-commerce platform with integrated payment gateways.,5.0,15
FL2180,"['react', 'autocad', 'ocr', 'tensorflow']",Implementing CI/CD pipelines for enterprise web applications.,4.2,9
FL2181,"['technical-writing', 'bookkeeping', 'flask', 'spark']",Developing a scalable e-commerce platform with integrated payment gateways.,4.1,0
FL2182,"['llm', 'aws', 'php']",Migrating legacy systems to AWS cloud infrastructure.,3.9,2
FL2183,"['pytorch', 'smm', 'aws']",Implementing CI/CD pipelines for enterprise web applications.,4.1,11
FL2184,"['java', 'revit', 'customer-support', 'prompt-engineering', 'ui-ux', 'indesign']",Building a secure mobile banking app for Android and iOS.,5.0,6
FL2185,"['storyboarding', 'live-chat-support', 'virtual-assistant', 'lead-generation', 'bookkeeping']",Designing RESTful APIs and microservices for SaaS solutions.,2.7,1
FL2186,"['go', 'content-marketing', 'speech-recognition', 'illustrator', 'c#', 'pytorch']",Implementing CI/CD pipelines for enterprise web applications.,5.0,12
FL2187,"['flask', 'storyboarding', 'autocad', 'virtual-assistant', 'live-chat-support', 'illustrator', 'solidworks']",Implementing CI/CD pipelines for enterprise web applications.,3.2,0
FL2188,"['go', 'crm', 'django', 'market-research', 'pytorch', 'technical-writing']",Developing a scalable e-commerce platform with integrated payment gateways.,4.0,2
FL2189,"['bim', 'mechanical-engineering', 'order-processing', 'flask']",Implementing CI/CD pipelines for enterprise web applications.,3.9,12
FL2190,"['tensorflow', 'calendar-management', 'market-research', 'go', 'chatbot']",Building a secure mobile banking app for Android and iOS.,4.6,14
FL2191,"['crm-support', 'video-editing', 'flask', 'java']",Migrating legacy systems to AWS cloud infrastructure.,3.1,0
FL2192,"['copywriting', 'javascript', 'affiliate-marketing', 'etl', 'ppc', 'machine-learning', 'revit']",Designing RESTful APIs and microservices for SaaS solutions.,4.5,12
FL2193,"['quickbooks', 'bim', 'html', 'pytorch', 'data-entry', 'aws', 'revit']",Designing RESTful APIs and microservices for SaaS solutions.,5.0,15
FL2194,"['smm', 'llm', 'linux', 'rust']",Building a secure mobile banking app for Android and iOS.,3.2,10
FL2195,"['nosql', 'solidworks', 'kubernetes', 'react', 'typescript', 'lead-generation']",Implementing CI/CD pipelines for enterprise web applications.,4.3,7
FL2196,"['indesign', 'quickbooks', 'devops']",Implementing CI/CD pipelines for enterprise web applications.,3.7,1
FL2197,"['etl', 'swift', 'ui-ux', 'solidworks', 'data-entry']",Implementing CI/CD pipelines for enterprise web applications.,4.5,7
FL2198,"['revit', 'nosql', 'flask', 'bash', 'gcp', 'azure']",Designing RESTful APIs and microservices for SaaS solutions.,4.2,0
FL2199,"['content-marketing', 'adobe-xd', 'revit', 'seo', 'c++', 'civil-engineering']",Designing RESTful APIs and microservices for SaaS solutions.,3.8,11
FL2200,"['sql', 'logo-design', 'market-research', 'go', 'machine-learning', 'seo', 'resume-writing']",Implementing CI/CD pipelines for enterprise web applications.,4.5,2
FL2201,"['django', 'nlp', 'tax-preparation']",Building a secure mobile banking app for Android and iOS.,5.0,15
FL2202,"['affiliate-marketing', 'keras', 'gcp', 'aws', 'c#', 'linux']",Developing a scalable e-commerce platform with integrated payment gateways.,4.1,5
FL2203,"['smm', 'financial-analysis', 'technical-writing', 'branding']",Designing RESTful APIs and microservices for SaaS solutions.,4.7,8
FL2204,"['javascript', 'financial-analysis', 'etl', 'data-entry', 'video-editing', 'nosql']",Designing RESTful APIs and microservices for SaaS solutions.,3.3,1
FL2205,"['typescript', 'docker', 'prompt-engineering', 'gcp']",Implementing CI/CD pipelines for enterprise web applications.,3.5,0
FL2206,"['css', 'creative-writing', 'java', 'nosql', 'editing']",Building a secure mobile banking app for Android and iOS.,4.5,0
FL2207,"['gcp', 'speech-recognition', 'keras', 'lead-generation', 'ruby']",Migrating legacy systems to AWS cloud infrastructure.,5.0,15
FL2208,"['lead-generation', 'ruby', 'flask', 'devops', 'indesign', 'blog-writing']",Designing RESTful APIs and microservices for SaaS solutions.,4.4,2
FL2209,"['tax-preparation', 'azure', 'creative-writing', 'docker']",Developing a scalable e-commerce platform with integrated payment gateways.,4.0,15
FL2210,"['react', 'grant-writing', 'bash', 'keras', 'order-processing', 'video-editing', 'adobe-xd']",Migrating legacy systems to AWS cloud infrastructure.,4.2,8
FL2211,"['css', 'seo', 'rust', 'chatbot', 'animation', 'c#']",Migrating legacy systems to AWS cloud infrastructure.,3.3,11
FL2212,"['smm', 'calendar-management', 'swift', 'azure', 'lead-generation', 'crm-support']",Designing RESTful APIs and microservices for SaaS solutions.,4.6,13
FL2213,"['tensorflow', 'customer-support', 'proofreading', 'deep-learning']",Implementing CI/CD pipelines for enterprise web applications.,4.8,2
FL2214,"['customer-support', 'c#', 'logo-design', 'javascript', 'resume-writing', 'node']",Migrating legacy systems to AWS cloud infrastructure.,3.9,1
FL2215,"['machine-learning', 'animation', 'ppc', 'quickbooks', 'ui-ux']",Building a secure mobile banking app for Android and iOS.,3.9,10
FL2216,"['market-research', 'creative-writing', 'crm', 'indesign', 'autocad']",Designing RESTful APIs and microservices for SaaS solutions.,4.4,4
FL2217,"['ui-ux', 'django', 'autocad', 'crm', 'translation', 'proofreading']",Designing RESTful APIs and microservices for SaaS solutions.,3.9,2
FL2218,"['order-processing', 'cv', 'deep-learning', 'customer-support', 'creative-writing']",Migrating legacy systems to AWS cloud infrastructure.,4.2,10
FL2219,"['tensorflow', 'grant-writing', 'spark', 'illustrator', 'ocr']",Migrating legacy systems to AWS cloud infrastructure.,5.0,10
FL2220,"['payroll', 'video-editing', 'machine-learning', 'nlp', 'customer-support', 'storyboarding', 'tax-preparation']",Migrating legacy systems to AWS cloud infrastructure.,4.0,4
FL2221,"['spark', 'solidworks', 'adobe-xd', 'mechanical-engineering', 'technical-writing']",Designing RESTful APIs and microservices for SaaS solutions.,3.9,10
FL2222,"['ppc', 'data-entry', 'proofreading', 'devops']",Developing a scalable e-commerce platform with integrated payment gateways.,3.7,9
FL2223,"['php', 'customer-support', 'bookkeeping', 'ui-ux']",Migrating legacy systems to AWS cloud infrastructure.,4.7,15
FL2224,"['keras', 'animation', 'lead-generation', 'mechanical-engineering', 'cv']",Designing RESTful APIs and microservices for SaaS solutions.,4.1,14
FL2225,"['ui-ux', 'docker', 'pytorch', 'calendar-management', 'react', 'aws', 'photoshop']",Designing RESTful APIs and microservices for SaaS solutions.,3.7,12
FL2226,"['javascript', 'spark', 'pytorch']",Implementing CI/CD pipelines for enterprise web applications.,5.0,14
FL2227,"['data-entry', 'machine-learning', 'creative-writing', 'grant-writing', 'logo-design', 'typescript', 'cv']",Developing a scalable e-commerce platform with integrated payment gateways.,5.0,13
FL2228,"['customer-support', 'sql', 'market-research', 'seo', 'indesign', 'speech-recognition']",Developing a scalable e-commerce platform with integrated payment gateways.,3.8,4
FL2229,"['aws', 'adobe-xd', 'html', 'rust']",Developing a scalable e-commerce platform with integrated payment gateways.,2.9,8
FL2230,"['blog-writing', 'translation', 'cv']",Migrating legacy systems to AWS cloud infrastructure.,4.9,3
FL2231,"['php', 'rust', 'financial-analysis', 'grant-writing', 'css', 'java']",Developing a scalable e-commerce platform with integrated payment gateways.,3.7,10
FL2232,"['bim', 'machine-learning', 'deep-learning', 'seo', 'tensorflow', 'angular', 'swift']",Designing RESTful APIs and microservices for SaaS solutions.,4.8,8
FL2233,"['figma', 'tensorflow', 'kubernetes', 'c++', 'blog-writing', 'data-entry', 'speech-recognition']",Migrating legacy systems to AWS cloud infrastructure.,2.8,5
FL2234,"['php', 'technical-writing', 'crm-support', 'c++', 'linux', 'django']",Designing RESTful APIs and microservices for SaaS solutions.,4.8,8
FL2235,"['aws', 'flask', 'keras', 'video-editing', 'swift', 'tensorflow']",Implementing CI/CD pipelines for enterprise web applications.,3.4,5
FL2236,"['swift', 'machine-learning', 'sql', 'python']",Migrating legacy systems to AWS cloud infrastructure.,4.7,9
FL2237,"['data-entry', 'customer-support', 'indesign', 'smm', 'ruby', 'angular']",Developing a scalable e-commerce platform with integrated payment gateways.,4.2,2
FL2238,"['mechanical-engineering', 'copywriting', 'kubernetes', 'indesign', 'crm-support', 'photoshop']",Developing a scalable e-commerce platform with integrated payment gateways.,3.5,8
FL2239,"['payroll', 'crm', 'seo', 'editing']",Building a secure mobile banking app for Android and iOS.,3.9,10
FL2240,"['content-marketing', 'affiliate-marketing', 'crm-support']",Implementing CI/CD pipelines for enterprise web applications.,4.7,14
FL2241,"['php', 'branding', 'docker', 'civil-engineering', 'react', 'customer-support', 'revit']",Implementing CI/CD pipelines for enterprise web applications.,4.3,5
FL2242,"['php', 'ruby', 'speech-recognition', 'figma', '3d-modeling', 'machine-learning']",Migrating legacy systems to AWS cloud infrastructure.,4.6,9
FL2243,"['photoshop', 'customer-support', 'market-research', 'c#']",Designing RESTful APIs and microservices for SaaS solutions.,5.0,7
FL2244,"['smm', 'mechanical-engineering', 'c++']",Implementing CI/CD pipelines for enterprise web applications.,3.1,11
FL2245,"['photoshop', 'c++', 'crm', 'seo', 'bim']",Implementing CI/CD pipelines for enterprise web applications.,5.0,13
FL2246,"['seo', 'pytorch', 'illustrator']",Developing computer vision models for automated quality inspection.,4.3,8
FL2247,"['nlp', 'lead-generation', 'linux', 'bash', 'swift']",Designing RESTful APIs and microservices for SaaS solutions.,3.6,6
FL2248,"['photoshop', 'adobe-xd', 'html']",Migrating legacy systems to AWS cloud infrastructure.,3.3,2
FL2249,"['django', 'crm-support', 'revit', 'blog-writing']",Developing a scalable e-commerce platform with integrated payment gateways.,4.1,8
FL2250,"['editing', 'pytorch', 'smm']",Migrating legacy systems to AWS cloud infrastructure.,4.8,9
FL2251,"['seo', 'machine-learning', 'etl', 'angular']",Implementing CI/CD pipelines for enterprise web applications.,4.1,9
FL2252,"['proofreading', 'javascript', 'angular', 'django']",Designing RESTful APIs and microservices for SaaS solutions.,5.0,1
FL2253,"['quickbooks', 'devops', 'deep-learning', 'blog-writing', 'market-research', 'storyboarding', 'bash']",Migrating legacy systems to AWS cloud infrastructure.,3.2,0
FL2254,"['calendar-management', 'mechanical-engineering', 'react', 'javascript']",Developing a scalable e-commerce platform with integrated payment gateways.,4.2,8
FL2255,"['translation', 'aws', 'ppc', 'blog-writing']",Building a secure mobile banking app for Android and iOS.,3.3,5
FL2256,"['translation', 'etl', 'keras', 'java']",Building a secure mobile banking app for Android and iOS.,4.5,5
FL2257,"['creative-writing', 'c++', 'affiliate-marketing', 'css', 'animation']",Migrating legacy systems to AWS cloud infrastructure.,4.8,5
FL2258,"['market-research', 'kubernetes', 'azure']",Migrating legacy systems to AWS cloud infrastructure.,3.9,11
FL2259,"['machine-learning', 'ppc', 'keras', 'email-marketing', 'devops', 'civil-engineering', 'nosql']",Migrating legacy systems to AWS cloud infrastructure.,2.4,5
FL2260,"['rust', 'javascript', 'photoshop', 'gcp', 'python', 'deep-learning', 'email-marketing']",Designing RESTful APIs and microservices for SaaS solutions.,4.3,15
FL2261,"['blog-writing', 'technical-writing', 'bim', '3d-modeling', 'editing', 'ppc']",Designing RESTful APIs and microservices for SaaS solutions.,4.5,11
FL2262,"['localization', 'mechanical-engineering', '3d-modeling', 'pytorch', 'editing', 'video-editing', 'bash']",Designing RESTful APIs and microservices for SaaS solutions.,4.5,15
FL2263,"['go', 'php', 'react', 'customer-support']",Building a secure mobile banking app for Android and iOS.,5.0,9
FL2264,"['calendar-management', 'video-editing', 'photoshop']",Implementing CI/CD pipelines for enterprise web applications.,3.5,9
FL2265,"['c#', 'speech-recognition', 'crm', 'typescript', 'c++']",Migrating legacy systems to AWS cloud infrastructure.,4.7,13
FL2266,"['smm', 'virtual-assistant', 'gcp', 'quickbooks']",Building a secure mobile banking app for Android and iOS.,5.0,12
FL2267,"['docker', 'c++', 'angular', 'copywriting']",Building a secure mobile banking app for Android and iOS.,3.0,15
FL2268,"['ppc', 'mechanical-engineering', 'branding', 'php', 'azure', 'logo-design']",Developing a scalable e-commerce platform with integrated payment gateways.,4.4,7
FL2269,"['bookkeeping', 'flask', 'llm', 'branding']",Developing a scalable e-commerce platform with integrated payment gateways.,3.8,11
FL2270,"['indesign', 'quickbooks', 'seo', 'react', 'customer-support', 'llm']",Building a secure mobile banking app for Android and iOS.,4.1,15
FL2271,"['lead-generation', 'javascript', 'figma']",Building a secure mobile banking app for Android and iOS.,4.4,6
FL2272,"['affiliate-marketing', 'bash', 'java', 'flask', 'docker']",Designing RESTful APIs and microservices for SaaS solutions.,3.9,8
